Address,Neighborhood,Lat,Lon,Value23,Value24,Tax23,Tax24
"18 Running Tide Road Cape Elizabeth, ME 04107",U38,43.5721074,-70.2025302,1579300,2494200,35282,27161
"18 Salt Spray Lane Cape Elizabeth, ME 04107",U36,43.5753604,-70.2076779,1181300,2982500,26390,32808
"18 Smugglers Cove Road Cape Elizabeth, ME 04107",U10,43.6044882,-70.214952,1851100,2716000,41354,29601
"18 Southwell Road Cape Elizabeth, ME 04107",U33,43.6228357,-70.2372343,217000,536000,4848,5896
"18 Star Road Cape Elizabeth, ME 04107",U22,43.5978502,-70.2344375,218300,535300,4877,5547
"18 State Avenue Cape Elizabeth, ME 04107",U28,43.6195095,-70.2498682,174700,473600,3903,5210
"18 Stonegate Road Cape Elizabeth, ME 04107",U50,43.6178286,-70.2301498,829800,1784200,18538,19351
"18 Sweet Fern Road Cape Elizabeth, ME 04107",U19,43.5814113,-70.2254622,266400,595000,5951,6270
"18 Tanager Lane Cape Elizabeth, ME 04107",R04,43.6101243,-70.2582705,317800,866900,7100,9261
"18 Valley Road Cape Elizabeth, ME 04107",U27,43.6135647,-70.2508733,327200,628000,7310,6633
"18 Wildwood Drive Cape Elizabeth, ME 04107",U24,43.6031478,-70.2397014,273100,669000,6101,7359
"18 Wood Road Cape Elizabeth, ME 04107",U04,43.6259479,-70.2188354,341300,830100,7625,8856
"18 Woodcrest Road Cape Elizabeth, ME 04107",U04,43.6273914,-70.2284739,281700,863800,6293,9502
"19 Bayberry Lane Cape Elizabeth, ME 04107",U19,43.5837442,-70.227341,232900,472500,5203,4923
"19 Belfield Road Cape Elizabeth, ME 04107",U30,43.6113101,-70.2285475,1042400,1972500,23287,21423
"19 Campion Road Cape Elizabeth, ME 04107",U33,43.6233119,-70.2359968,185700,505000,4149,5280
"19 Canterbury Way Cape Elizabeth, ME 04107",U29,43.6166211,-70.2443939,401900,786700,8978,8654
"19 Cape Woods Drive Cape Elizabeth, ME 04107",U33,43.6263165,-70.2314316,250900,594300,5605,6262
"19 Cole Field Cape Elizabeth, ME 04107",U53,43.6002586,-70.2681886,476700,1134200,10649,12201
"19 Cottage Farms Road Cape Elizabeth, ME 04107",U01,43.6322806,-70.226839,247500,944000,5529,10109
"19 Cranbrook Drive Cape Elizabeth, ME 04107",U30,43.6097373,-70.2272667,498700,1126200,11141,12113
"19 Crescent View Ave Cape Elizabeth, ME 04107",U16,43.5669407,-70.2222978,592900,1061000,13245,11396
"19 Cross Hill Road Cape Elizabeth, ME 04107",U58,43.5948352,-70.2570344,492500,1248300,11002,13456
"19 Cunner Lane Cape Elizabeth, ME 04107",U14,43.568525,-70.200481,3198600,6123500,71457,67359
"19 Eastfield Road Cape Elizabeth, ME 04107",U42,43.5840115,-70.2132694,317000,713800,7082,7852
"19 Eastman Road Cape Elizabeth, ME 04107",U27,43.608856,-70.252087,546800,925500,12216,9906
"19 Elephant Rock Road Cape Elizabeth, ME 04107",R02,43.58785,-70.217077,848000,1640800,18944,18049
"19 Fessenden Road Cape Elizabeth, ME 04107",U16,43.5648413,-70.2185802,1066500,1768700,23826,19117
"19 Grover Road Cape Elizabeth, ME 04107",U20,43.5858904,-70.2285436,392600,924600,8770,9620
"19 High Bluff Road Cape Elizabeth, ME 04107",U04,43.6257406,-70.2255429,279800,856800,6251,9425
"19 Hunts Point Road Cape Elizabeth, ME 04107",U38,43.5719624,-70.206819,355600,944100,7944,10110
"19 Ivie Road Cape Elizabeth, ME 04107",U04,43.6255777,-70.2242444,440200,909900,9834,10009
"19 Jewett Road Cape Elizabeth, ME 04107",U19,43.581608,-70.2288609,198400,551500,4432,5792
"19 Kettle Cove Road Cape Elizabeth, ME 04107",U16,43.5676883,-70.2208468,273800,721600,6117,7663
"19 Killdeer Road Cape Elizabeth, ME 04107",U32,43.6203851,-70.2395458,240600,570400,5375,6274
"19 Linwood Street Cape Elizabeth, ME 04107",U34,43.6305088,-70.2372402,154800,470400,3458,4899
"19 Longfellow Drive Cape Elizabeth, ME 04107",U21,43.5938351,-70.2362207,158500,448400,3541,4932
"19 Manter Street Cape Elizabeth, ME 04107",U33,43.6247693,-70.2354235,455700,836300,10180,8924
"19 Maple Lane Cape Elizabeth, ME 04107",U23,43.5999961,-70.2350256,284000,612100,6345,6733
"19 Maxwell Woods Drive Cape Elizabeth, ME 04107",U29,43.6179677,-70.2431593,359700,831900,8036,8876
"19 Mcauley Road Cape Elizabeth, ME 04107",U49,43.6234122,-70.2397381,267000,575400,5965,6054
"19 Meadow Way Cape Elizabeth, ME 04107",U21,43.5932859,-70.2350905,164300,448500,3670,4659
"19 Merrimac Place Cape Elizabeth, ME 04107",U30,43.61179,-70.235152,182200,347100,4070,3818
"19 Oakview Drive Cape Elizabeth, ME 04107",U25,43.6082139,-70.235497,150400,334600,3360,3681
"19 Ocean Avenue Cape Elizabeth, ME 04107",U17,43.5669144,-70.2233755,366800,770700,8194,8478
"19 Ocean View Road Cape Elizabeth, ME 04107",U03,43.6309196,-70.2241211,906200,2082600,20244,22908
"19 Old Sea Point Road Cape Elizabeth, ME 04107",R02,43.5840155,-70.2216901,558400,1320800,12475,14254
"19 Olde Colony Lane Cape Elizabeth, ME 04107",U09,43.6065252,-70.2200121,329200,751200,7354,8263
"19 Olde Fort Road Cape Elizabeth, ME 04107",U06,43.6218351,-70.2195905,335700,778300,7500,8286
"19 Orchard Road Cape Elizabeth, ME 04107",U21,43.5943105,-70.2343871,183500,465300,4099,5118
"19 Park Circle Cape Elizabeth, ME 04107",U54,43.5976978,-70.2759348,640500,1542200,14309,16964
"19 Patricia Drive Cape Elizabeth, ME 04107",U35,43.5959621,-70.2414194,254600,569700,5688,6267
"19 Philip Road Cape Elizabeth, ME 04107",U22,43.5969269,-70.2338107,216400,524000,4834,5489
"19 Phoebes Way Cape Elizabeth, ME 04107",R04,43.6086984,-70.2583304,276500,766600,6177,8433
"19 Pilot Point Road Cape Elizabeth, ME 04107",U12,43.579271,-70.2079178,1953600,4059200,43643,44651
"19 Rock Crest Drive Cape Elizabeth, ME 04107",U57,43.6147551,-70.226043,685000,1422400,15303,15371
"19 Rocky Hill Road Cape Elizabeth, ME 04107",U04,43.6253465,-70.2224451,406400,946800,9079,10140
"19 Salt Spray Lane Cape Elizabeth, ME 04107",U38,43.5745633,-70.2076763,618900,2029200,13826,22046
"19 Scott Dyer Road Cape Elizabeth, ME 04107",U22,43.595733,-70.2322483,252900,539600,5650,5936
"19 Sea View Avenue Cape Elizabeth, ME 04107",U02,43.6335711,-70.2229592,746200,1778600,16670,19290
"19 Smugglers Cove Road Cape Elizabeth, ME 04107",U10,43.6042655,-70.2148313,934400,2475300,20874,27228
"19 Starboard Drive Cape Elizabeth, ME 04107",U45,43.5915363,-70.24328,183900,320600,4108,3527
"19 Stonegate Road Cape Elizabeth, ME 04107",U50,43.6178616,-70.2292046,734100,1550300,16400,16734
"19 Tall Pine Road Cape Elizabeth, ME 04107",U23,43.5995133,-70.2357637,313300,634400,6999,6978
"19 Thrasher Road Cape Elizabeth, ME 04107",U32,43.6211897,-70.2366857,259000,566200,5786,6228
"19 Tiger Lily Lane Cape Elizabeth, ME 04107",U60,43.5984204,-70.2558981,1589600,2390200,35512,26017
"19 Trundy Road Cape Elizabeth, ME 04107",U12,43.5809445,-70.2137065,472000,942400,10544,10091
"19 Valley Road Cape Elizabeth, ME 04107",U27,43.6143705,-70.2515257,349300,612000,7803,6457
"19 Waterhouse Road Cape Elizabeth, ME 04107",U29,43.6209402,-70.2465331,239700,577500,5355,6078
"19 Wells Road Cape Elizabeth, ME 04107",R05,43.5946972,-70.2497959,447000,829300,9986,9122
"19 Wildwood Drive Cape Elizabeth, ME 04107",U24,43.6030705,-70.2394987,272000,618000,6076,6523
"20 Beach Bluff Terrace Cape Elizabeth, ME 04107",U10,43.6018721,-70.2187633,511400,935600,11425,10292
"20 Beacon Lane Cape Elizabeth, ME 04107",U15,43.5633082,-70.2045665,623700,1279000,13933,14069
"20 Belfield Road Cape Elizabeth, ME 04107",U30,43.6115449,-70.2267094,483700,1032800,10806,11086
"20 Broad Cove Road Cape Elizabeth, ME 04107",U36,43.5733997,-70.215634,276300,707200,6173,7504
"20 Canterbury Way Cape Elizabeth, ME 04107",U29,43.6164755,-70.244338,413500,708700,9238,7796
"20 Cape Woods Drive Cape Elizabeth, ME 04107",U33,43.6261862,-70.2317211,261200,680800,5835,7214
"20 Charles Road Cape Elizabeth, ME 04107",U01,43.632281,-70.2279577,182000,542200,4066,5689
"20 Cheverus Road Cape Elizabeth, ME 04107",U49,43.6214849,-70.2371222,243800,573400,5446,6032
"20 Cole Field Cape Elizabeth, ME 04107",U53,43.5986926,-70.2690839,603300,1234400,13478,13578
"20 Cottage Farms Road Cape Elizabeth, ME 04107",U03,43.6319842,-70.2265366,231100,739800,5163,8138
"20 Crescent View Ave Cape Elizabeth, ME 04107",U16,43.5682788,-70.2219057,310800,713700,6943,7510
"20 Cross Hill Road Cape Elizabeth, ME 04107",U58,43.5945229,-70.2577045,546000,1065800,12198,11449
"20 Cunner Lane Cape Elizabeth, ME 04107",U14,43.5673537,-70.2008817,801300,1343500,17901,14779
"20 Elmwood Road Cape Elizabeth, ME 04107",U03,43.6310736,-70.2277861,272500,786100,6088,8372
"20 Farm Hill Road Cape Elizabeth, ME 04107",U21,43.5935663,-70.2325865,169300,439400,3782,4833
"20 Farms Edge Road Cape Elizabeth, ME 04107",U53,43.5940113,-70.2699936,486400,1250200,10866,13477
"20 Glen Avenue Cape Elizabeth, ME 04107",U02,43.6330859,-70.2232992,603800,3149000,13488,34640
"20 Grover Road Cape Elizabeth, ME 04107",U20,43.5863811,-70.2296058,659800,1277200,14740,13500
"20 Harriman Farm Road Cape Elizabeth, ME 04107",U31,43.6164083,-70.236578,490800,1053900,10964,11389
"20 High View Road Cape Elizabeth, ME 04107",U42,43.582589,-70.2118409,299100,664100,6682,7305
"20 Hunts Point Road Cape Elizabeth, ME 04107",U38,43.5717715,-70.2061087,546300,1256400,12204,13820
"20 Ivie Road Cape Elizabeth, ME 04107",U04,43.6253767,-70.2239085,314700,834100,7030,9175
"20 Jewett Road Cape Elizabeth, ME 04107",U19,43.5813284,-70.2293027,193600,528500,4325,5539
"20 Ledgewood Lane Cape Elizabeth, ME 04107",U36,43.5785181,-70.2104491,319200,1089100,7131,11705
"20 Littlejohn Road Cape Elizabeth, ME 04107",U06,43.6236318,-70.2210819,524000,1046800,11706,11240
"20 Longfellow Drive Cape Elizabeth, ME 04107",U21,43.5937435,-70.2356775,165000,456000,3686,4741
"20 Magnolia Terrace Cape Elizabeth, ME 04107",R04,43.5887691,-70.2356288,444800,911800,9937,10030
"20 Maxwell Woods Drive Cape Elizabeth, ME 04107",U29,43.6179001,-70.2435435,349000,840000,7797,8965
"20 Mcauley Road Cape Elizabeth, ME 04107",U49,43.6230692,-70.2392872,367800,716600,8217,7608
"20 Mckenney Point Road Cape Elizabeth, ME 04107",U41,43.5577601,-70.2132027,1470500,2972300,32851,32695
"20 Meadow Way Cape Elizabeth, ME 04107",U21,43.593265,-70.2346448,169800,460000,3793,4785
"20 Merrimac Place Cape Elizabeth, ME 04107",U30,43.611801,-70.235037,238100,409000,5319,4224
"20 Murray Drive Cape Elizabeth, ME 04107",U22,43.5967373,-70.233328,242400,584600,5415,6431
"20 Oakview Drive Cape Elizabeth, ME 04107",U25,43.6083209,-70.235536,159400,336400,3561,3700
"20 Ocean Avenue Cape Elizabeth, ME 04107",U17,43.566965,-70.222831,150900,435900,3371,4795
"20 Ocean View Road Cape Elizabeth, ME 04107",U03,43.6305185,-70.2240982,1073400,1796600,23980,19212
"20 Old Sea Point Road Cape Elizabeth, ME 04107",R02,43.5834268,-70.2215775,738400,1625700,16496,17883
"20 Olde Colony Lane Cape Elizabeth, ME 04107",U09,43.6065538,-70.2194954,309800,671000,6921,7381
"20 Olde Fort Road Cape Elizabeth, ME 04107",U06,43.6213707,-70.2196598,411500,880800,9193,9414
"20 Orchard Road Cape Elizabeth, ME 04107",U21,43.5944147,-70.2339388,288500,562500,6445,6188
"20 Phoebes Way Cape Elizabeth, ME 04107",R04,43.6082177,-70.2587938,279200,737000,6237,7766
"20 Pilot Point Road Cape Elizabeth, ME 04107",U12,43.5804821,-70.2076075,620800,1157400,13869,12456
"20 Ramble Road Cape Elizabeth, ME 04107",U23,43.5982246,-70.2341912,292800,718700,6541,7631
"20 Rams Head Road Cape Elizabeth, ME 04107",R09,43.554667,-70.259227,987700,3444200,22065,37886
"20 Ridge Road Cape Elizabeth, ME 04107",U27,43.6126818,-70.2519968,212300,512600,4743,5364
"20 Robinhood Road Cape Elizabeth, ME 04107",U06,43.622612,-70.2221659,430600,1062700,9620,11690
"20 Rocky Hill Road Cape Elizabeth, ME 04107",U04,43.6250669,-70.2222841,288300,752900,6441,7941
"20 Running Tide Road Cape Elizabeth, ME 04107",U38,43.5716923,-70.2025226,1704400,4305500,38076,47361
"20 Salt Spray Lane Cape Elizabeth, ME 04107",U36,43.5749786,-70.2072936,1469400,3360600,32826,36642
"20 Smugglers Cove Road Cape Elizabeth, ME 04107",U10,43.60459,-70.2144149,1528200,2858000,34140,31438
"20 State Avenue Cape Elizabeth, ME 04107",U28,43.6193771,-70.2500334,182300,479100,4073,5270
"20 Stonegate Road Cape Elizabeth, ME 04107",U50,43.618235,-70.2305273,656300,1230300,14662,13258
"20 Stonybrook Road Cape Elizabeth, ME 04107",U03,43.6304022,-70.22157,385800,990300,8619,10618
"20 Surf Road Cape Elizabeth, ME 04107",U05,43.6269218,-70.2153061,406100,1175300,9072,12653
"20 Tanager Lane Cape Elizabeth, ME 04107",R04,43.6102347,-70.2581185,271000,752300,6054,8000
"20 Thrasher Road Cape Elizabeth, ME 04107",U32,43.6208641,-70.2366057,320300,661100,7156,7272
"20 Trundy Road Cape Elizabeth, ME 04107",U12,43.581507,-70.212998,431500,1008900,9640,11098
"20 Waterhouse Road Cape Elizabeth, ME 04107",U29,43.621368,-70.2474441,343200,688900,7667,7303
"20 Wildwood Drive Cape Elizabeth, ME 04107",U24,43.6030377,-70.2393168,266500,593900,5954,6533
"20 Woodcrest Road Cape Elizabeth, ME 04107",U04,43.6274761,-70.2281168,296800,838500,6631,9224
"20 Woodland Road Cape Elizabeth, ME 04107",U01,43.6333318,-70.2285528,271900,783400,6074,8342
"21 Angell Point Road Cape Elizabeth, ME 04107",U41,43.5592183,-70.215313,1239200,1864900,27684,20514
"21 Bayberry Lane Cape Elizabeth, ME 04107",U19,43.5836501,-70.2277562,237700,577800,5310,6081
"21 Beach Bluff Terrace Cape Elizabeth, ME 04107",U10,43.6022033,-70.2190299,266700,753000,5958,7942
"21 Bowery Beach Road Cape Elizabeth, ME 04107",U17,43.5690481,-70.2249189,381700,1016800,8527,10844
"21 Broad Cove Road Cape Elizabeth, ME 04107",U36,43.5728329,-70.2145264,337800,853300,7546,9111
"21 Campion Road Cape Elizabeth, ME 04107",U33,43.6235133,-70.2360886,285100,555800,6369,5839
"21 Cape Woods Drive Cape Elizabeth, ME 04107",U33,43.6260022,-70.2322721,263900,681600,5896,7223
"21 Cole Field Cape Elizabeth, ME 04107",U53,43.6003755,-70.2691949,498400,1271500,11134,13712
"21 Cottage Farms Road Cape Elizabeth, ME 04107",U01,43.6321917,-70.2270813,249600,829000,5576,8844
"21 Cottage Lane Cape Elizabeth, ME 04107",U05,43.6273277,-70.2152565,692300,1655200,15466,17932
"21 Crescent View Ave Cape Elizabeth, ME 04107",U16,43.5669141,-70.2219181,531100,1062900,11865,11417
"21 Cross Hill Road Cape Elizabeth, ME 04107",U58,43.5950305,-70.2572954,486800,1221500,10875,13437
"21 Cunner Lane Cape Elizabeth, ME 04107",U14,43.5680947,-70.2010441,3265000,4965600,72940,54622
"21 Eastfield Road Cape Elizabeth, ME 04107",U42,43.5841841,-70.2128269,325400,709000,7269,7482
"21 Fessenden Road Cape Elizabeth, ME 04107",U16,43.5649669,-70.2191109,663300,899700,14818,9622
"21 Forest Road Cape Elizabeth, ME 04107",U03,43.6311634,-70.2261654,326200,750100,7287,7976
"21 Hunts Point Road Cape Elizabeth, ME 04107",U38,43.5718472,-70.2072992,364400,1180800,8141,12714
"21 Island View Road Cape Elizabeth, ME 04107",U03,43.6314598,-70.2247386,393700,865900,8795,9525
"21 Ivie Road Cape Elizabeth, ME 04107",U04,43.6252636,-70.2243856,466100,988200,10413,10870
"21 Jewett Road Cape Elizabeth, ME 04107",U19,43.5813716,-70.2288224,164400,484700,3673,5057
"21 Kettle Cove Road Cape Elizabeth, ME 04107",U16,43.567347,-70.2208362,267500,701300,5976,7439
"21 Lawson Road Cape Elizabeth, ME 04107",U08,43.6106554,-70.2138172,492000,1483700,10991,16321
"21 Linwood Street Cape Elizabeth, ME 04107",U34,43.6303249,-70.2374962,327500,646000,7316,6831
"21 Littlejohn Road Cape Elizabeth, ME 04107",U06,43.6240238,-70.2204758,425800,827900,9512,9104
"21 Longfellow Drive Cape Elizabeth, ME 04107",U21,43.5936656,-70.2361602,189700,489100,4238,5105
"21 Lower River Road Cape Elizabeth, ME 04107",R08,43.5615053,-70.2681876,86700,140900,1937,1550
"21 Maple Lane Cape Elizabeth, ME 04107",U23,43.5999447,-70.2354488,295500,577100,6601,6348
"21 Maxwell Woods Drive Cape Elizabeth, ME 04107",U29,43.6178058,-70.2431078,371600,862400,8302,9486
"21 Mcauley Road Cape Elizabeth, ME 04107",U49,43.6233499,-70.2402875,464800,743100,10384,7899
"21 Meadow Way Cape Elizabeth, ME 04107",U21,43.5930961,-70.2350727,167500,464100,3742,5105
"21 Merrimac Place Cape Elizabeth, ME 04107",U30,43.611847,-70.234977,231400,383700,5169,4221
"21 Murray Drive Cape Elizabeth, ME 04107",U22,43.59751,-70.2331792,266100,536900,5945,5631
"21 Oakhurst Road Cape Elizabeth, ME 04107",U04,43.6286033,-70.222458,908200,1885300,20289,20738
"21 Oakview Drive Cape Elizabeth, ME 04107",U25,43.6085177,-70.2356808,146900,336500,3282,3427
"21 Ocean Avenue Cape Elizabeth, ME 04107",U17,43.566703,-70.2234219,758000,1596700,16934,17289
"21 Ocean House Road Cape Elizabeth, ME 04107",U28,43.6200715,-70.2484917,177300,429300,3961,4447
"21 Ocean View Road Cape Elizabeth, ME 04107",U03,43.630864,-70.2246292,706400,1631600,15780,17398
"21 Old Mill Road Cape Elizabeth, ME 04107",R02,43.5870125,-70.2172802,398700,1073700,8907,11811
"21 Olde Colony Lane Cape Elizabeth, ME 04107",U09,43.6062749,-70.2199287,342400,744300,7649,7912
"21 Olde Fort Road Cape Elizabeth, ME 04107",U06,43.6216606,-70.2200954,370100,822900,8268,8777
"21 Orchard Road Cape Elizabeth, ME 04107",U21,43.5941322,-70.2343172,174700,483000,3903,5313
"21 Reef Road Cape Elizabeth, ME 04107",U13,43.5860498,-70.2045814,1578800,2629800,35270,28653
"21 Ridge Road Cape Elizabeth, ME 04107",U27,43.6126202,-70.2515048,187400,512300,4187,5360
"21 Salt Spray Lane Cape Elizabeth, ME 04107",U38,43.5742815,-70.2072594,481500,1683400,10757,18242
"21 Scott Dyer Road Cape Elizabeth, ME 04107",U22,43.5960615,-70.2324886,306700,593900,6852,6192
"21 Southwell Road Cape Elizabeth, ME 04107",U33,43.6233336,-70.236988,247900,567900,5538,5906
"21 Starboard Drive Cape Elizabeth, ME 04107",U45,43.5915879,-70.2431437,153400,306200,3427,3093
"21 Stonybrook Road Cape Elizabeth, ME 04107",U03,43.6300552,-70.2237991,514800,1078900,11501,11593
"21 Sunrise Drive Cape Elizabeth, ME 04107",U14,43.565637,-70.20466,39300,164100,878,1805
"21 Surf Road Cape Elizabeth, ME 04107",U05,43.626793,-70.214789,546400,1231300,12207,13134
"21 Trundy Road Cape Elizabeth, ME 04107",U12,43.5810441,-70.2133668,272400,841300,6085,8979
"21 Vernon Road Cape Elizabeth, ME 04107",U19,43.5817457,-70.2307886,217700,577000,4863,6072
"21 Waterhouse Road Cape Elizabeth, ME 04107",U29,43.6212059,-70.2464192,210000,543700,4691,5981
"21 Wells Road Cape Elizabeth, ME 04107",R05,43.5946962,-70.2497828,300800,668500,6720,7288
"21 Westminster Terrace Cape Elizabeth, ME 04107",U29,43.616361,-70.2438634,305700,683900,6829,7523
"21 Wildwood Drive Cape Elizabeth, ME 04107",U24,43.6031042,-70.2390453,320800,641000,7167,6776
"21 Woodcrest Road Cape Elizabeth, ME 04107",U04,43.6267071,-70.2275464,384500,954800,8590,10503
"21 Woodland Road Cape Elizabeth, ME 04107",U01,43.6332344,-70.2291465,297500,761200,6646,8098
"22 Angell Point Road Cape Elizabeth, ME 04107",U41,43.558364,-70.21617,1142900,1964800,25532,21613
"22 Beacon Lane Cape Elizabeth, ME 04107",U15,43.5630896,-70.2051313,385400,892100,8610,9813
"22 Broad Cove Road Cape Elizabeth, ME 04107",U36,43.5733482,-70.2152177,267800,656800,5983,7225
"22 Campion Road Cape Elizabeth, ME 04107",U33,43.6234532,-70.2365134,202300,530000,4519,5555
"22 Cape Woods Drive Cape Elizabeth, ME 04107",U33,43.6259409,-70.2328577,237100,627600,5297,6629
"22 Charles Road Cape Elizabeth, ME 04107",U01,43.6322476,-70.2280937,175300,572600,3916,6299
"22 Cheverus Road Cape Elizabeth, ME 04107",U49,43.6213684,-70.2374197,228000,510200,5094,5271
"22 Cottage Farms Road Cape Elizabeth, ME 04107",U03,43.6319139,-70.2267548,214900,674300,4801,7142
"22 Cottage Lane Cape Elizabeth, ME 04107",U05,43.6274717,-70.2158493,1125000,2749600,25133,30246
"22 Cranbrook Drive Cape Elizabeth, ME 04107",U30,43.6088685,-70.2268122,569700,1103300,12727,11861
"22 Cross Hill Road Cape Elizabeth, ME 04107",U58,43.5947408,-70.2579956,519100,1190900,11597,12825
"22 Davcarley Road Cape Elizabeth, ME 04107",U25,43.6112813,-70.2376112,205600,560500,4593,5891
"22 Eastman Road Cape Elizabeth, ME 04107",U27,43.608399,-70.2519918,194300,524300,4341,5767
"22 Elephant Rock Road Cape Elizabeth, ME 04107",R02,43.588479,-70.217983,739200,1683400,16514,18517
"22 Farm Hill Road Cape Elizabeth, ME 04107",U21,43.5934001,-70.2327139,323300,564300,7223,6207
