Address,Neighborhood,Lat,Lon,Value23,Value24,Tax23,Tax24
"15 Glen Avenue Cape Elizabeth, ME 04107",U02,43.6336903,-70.2235826,289700,751900,6472,7930
"15 Grover Road Cape Elizabeth, ME 04107",U20,43.5856505,-70.2285187,411000,1000400,9182,10454
"15 Hannaford Cove Road Cape Elizabeth, ME 04107",U40,43.564182,-70.211074,861800,1727200,19252,18450
"15 High Bluff Road Cape Elizabeth, ME 04107",U04,43.6258457,-70.2250668,360200,876800,8047,9370
"15 High View Road Cape Elizabeth, ME 04107",U42,43.5828663,-70.2132637,499400,1098100,11157,11804
"15 Hunts Point Road Cape Elizabeth, ME 04107",U38,43.5725323,-70.2061568,546900,540400,12218,5669
"15 Island View Road Cape Elizabeth, ME 04107",U03,43.6314891,-70.2244294,436900,961800,9760,10580
"15 Ivie Road Cape Elizabeth, ME 04107",U04,43.6259215,-70.2231962,315400,786800,7046,8655
"15 Jewett Road Cape Elizabeth, ME 04107",U19,43.5821421,-70.2289713,198200,486300,4428,5074
"15 Killdeer Road Cape Elizabeth, ME 04107",U32,43.6205185,-70.2391069,240000,574800,5362,6048
"15 Ledgewood Lane Cape Elizabeth, ME 04107",U36,43.5778607,-70.2101093,473600,1525500,10580,16506
"15 Leighton Farm Road Cape Elizabeth, ME 04107",R05,43.5961171,-70.2531477,564600,1262600,12613,13889
"15 Lighthouse Point Road Cape Elizabeth, ME 04107",U14,43.5666039,-70.2009633,1039000,1579800,23211,17103
"15 Linwood Street Cape Elizabeth, ME 04107",U34,43.630927,-70.2369016,243100,525000,5431,5775
"15 Longfellow Drive Cape Elizabeth, ME 04107",U21,43.5941983,-70.2363013,168500,456300,3764,4744
"15 Lydon Lane Cape Elizabeth, ME 04107",U33,43.6258417,-70.2354955,301200,600800,6729,6334
"15 Manter Street Cape Elizabeth, ME 04107",U33,43.6251964,-70.2352488,373500,707100,8344,7503
"15 Maxwell Woods Drive Cape Elizabeth, ME 04107",U29,43.619039,-70.244031,359100,847500,8022,9048
"15 Mcauley Road Cape Elizabeth, ME 04107",U49,43.6237821,-70.2388486,360900,626700,8063,6894
"15 Meadow Way Cape Elizabeth, ME 04107",U21,43.593636,-70.235167,156400,458400,3494,4767
"15 Murray Drive Cape Elizabeth, ME 04107",U22,43.5960853,-70.2334098,343300,683600,7669,7190
"15 Oakview Drive Cape Elizabeth, ME 04107",U25,43.608006,-70.2346972,150200,339400,3355,3392
"15 Oakwood Road Cape Elizabeth, ME 04107",U24,43.6062841,-70.233322,249500,499500,5574,5220
"15 Ocean Avenue Cape Elizabeth, ME 04107",U17,43.5673506,-70.2234586,662400,1570200,14798,16997
"15 Ocean View Road Cape Elizabeth, ME 04107",U03,43.6310564,-70.2237164,1045200,1973800,23350,21712
"15 Olde Colony Lane Cape Elizabeth, ME 04107",U09,43.6071269,-70.2201828,513800,927400,11478,9926
"15 Olde Fort Road Cape Elizabeth, ME 04107",U06,43.622191,-70.2191221,472700,1033000,10560,11363
"15 Orchard Road Cape Elizabeth, ME 04107",U21,43.5945766,-70.2346014,203600,492500,4548,5000
"15 Park Circle Cape Elizabeth, ME 04107",U54,43.5983027,-70.2755269,655200,1510800,14637,16344
"15 Patricia Drive Cape Elizabeth, ME 04107",U35,43.5960639,-70.2410524,259700,574800,5802,6048
"15 Peppergrass Road Cape Elizabeth, ME 04107",U60,43.6014197,-70.2576078,1355100,2209000,30273,24299
"15 Philip Road Cape Elizabeth, ME 04107",U22,43.5967486,-70.2342243,280900,548400,6275,6032
"15 Pilot Point Road Cape Elizabeth, ME 04107",U12,43.5786105,-70.2084581,1350700,3683900,30175,40523
"15 Pleasant Avenue Cape Elizabeth, ME 04107",U27,43.6121871,-70.2514306,207100,552600,4627,5804
"15 Ramble Road Cape Elizabeth, ME 04107",U23,43.5986771,-70.2337963,259400,591800,5795,6510
"15 Rand Road Cape Elizabeth, ME 04107",U22,43.5969846,-70.2324979,203100,498800,4537,5212
"15 Reef Road Cape Elizabeth, ME 04107",U13,43.5860784,-70.2054564,584500,1602400,13058,17626
"15 Robinhood Road Cape Elizabeth, ME 04107",U06,43.6229618,-70.2225885,485600,908300,10848,9991
"15 Rock Crest Drive Cape Elizabeth, ME 04107",U57,43.6145229,-70.2266574,782500,1795000,17481,19470
"15 Rocky Point Lane Cape Elizabeth, ME 04107",U14,43.5707045,-70.2008401,2007300,3088000,44843,33968
"15 Roundabout Lane Cape Elizabeth, ME 04107",U36,43.5740978,-70.2111591,490100,1166300,10949,12554
"15 Running Tide Road Cape Elizabeth, ME 04107",U14,43.5711403,-70.2018224,2376100,5478300,53082,60261
"15 Scott Dyer Road Cape Elizabeth, ME 04107",U22,43.595833,-70.2319353,254700,721100,5690,7846
"15 Silva Drive Cape Elizabeth, ME 04107",U46,43.6016605,-70.2628356,550200,1314900,12291,14123
"15 Southwell Road Cape Elizabeth, ME 04107",U33,43.6229325,-70.2367924,198200,506100,4428,5292
"15 Spoondrift Lane Cape Elizabeth, ME 04107",U36,43.57686,-70.2140946,378100,1090500,8447,11996
"15 Star Road Cape Elizabeth, ME 04107",U22,43.5974101,-70.234582,309300,723200,6910,7680
"15 Starboard Drive Cape Elizabeth, ME 04107",U45,43.5915063,-70.2434281,155200,325600,3467,3307
"15 Steeplebush Road Cape Elizabeth, ME 04107",U58,43.5961369,-70.2553803,574200,1356300,12828,14919
"15 Stonybrook Road Cape Elizabeth, ME 04107",U03,43.630339,-70.2232422,369900,846500,8264,8943
"15 Sunrise Drive Cape Elizabeth, ME 04107",U14,43.5651249,-70.2040795,221200,700200,4942,7361
"15 Surf Road Cape Elizabeth, ME 04107",U05,43.6265986,-70.2150196,490900,1218500,10967,13129
"15 Tall Pine Road Cape Elizabeth, ME 04107",U23,43.5992178,-70.2357329,271600,550600,6068,5782
"15 Tanager Lane Cape Elizabeth, ME 04107",R04,43.6101224,-70.2574873,296200,755800,6617,8039
"15 Trundy Road Cape Elizabeth, ME 04107",U12,43.5805955,-70.2147177,309700,819800,6919,8743
"15 Two Lights Terrace Cape Elizabeth, ME 04107",U15,43.565942,-70.2002785,1366700,3345500,30532,36801
"15 Valley Road Cape Elizabeth, ME 04107",U27,43.6145733,-70.2512875,328100,634900,7330,6984
"15 Vernon Road Cape Elizabeth, ME 04107",U19,43.5823719,-70.2307112,190700,540100,4260,5666
"15 Wainwright Drive Cape Elizabeth, ME 04107",U52,43.5913596,-70.2455587,597100,1175600,13339,12591
"15 Wildwood Drive Cape Elizabeth, ME 04107",U24,43.6038304,-70.2397775,244400,614100,5460,6755
"15 Winslow Place Cape Elizabeth, ME 04107",U30,43.611576,-70.233321,228500,360900,5105,3970
"15 Woodcrest Road Cape Elizabeth, ME 04107",U04,43.6270661,-70.2279232,278800,782100,6228,8262
"16 Abaco Drive Cape Elizabeth, ME 04107",U33,43.6256908,-70.2308994,556300,1155200,12428,12432
"16 Algonquin Road Cape Elizabeth, ME 04107",U12,43.5816261,-70.2079681,330600,834900,7386,8909
"16 Arrow Point Road Cape Elizabeth, ME 04107",U04,43.6271735,-70.2274644,281100,763000,6280,8118
"16 Aster Lane Cape Elizabeth, ME 04107",U49,43.6226262,-70.2408322,365700,745400,8170,7924
"16 Beacon Lane Cape Elizabeth, ME 04107",U15,43.5635911,-70.2040612,292300,618600,6530,6530
"16 Beverly Terrace Cape Elizabeth, ME 04107",U28,43.6191858,-70.2508067,249400,502500,5572,5528
"16 Broad Cove Road Cape Elizabeth, ME 04107",U36,43.5734911,-70.2166562,275600,910800,6157,9744
"16 Campion Road Cape Elizabeth, ME 04107",U33,43.6230316,-70.2363467,231800,521000,5178,5731
"16 Canterbury Way Cape Elizabeth, ME 04107",U29,43.6171033,-70.2440815,299800,635300,6698,6988
"16 Cape Woods Drive Cape Elizabeth, ME 04107",U33,43.6265835,-70.2301291,240200,550800,5366,6059
"16 Channel View Road Cape Elizabeth, ME 04107",U56,43.5717805,-70.2090685,940000,1912400,21000,21036
"16 Charles Road Cape Elizabeth, ME 04107",U01,43.6323538,-70.2276897,150200,551600,3355,5793
"16 Cheverus Road Cape Elizabeth, ME 04107",U33,43.6216267,-70.2365125,291800,722200,6519,7669
"16 Cole Field Cape Elizabeth, ME 04107",U53,43.5985038,-70.2681934,617800,1263300,13802,13896
"16 Cranbrook Drive Cape Elizabeth, ME 04107",U30,43.6089564,-70.2257317,478700,1008300,10694,10816
"16 Crescent View Ave Cape Elizabeth, ME 04107",U16,43.5677439,-70.2217964,288300,728200,6441,7735
"16 Cross Hill Road Cape Elizabeth, ME 04107",U58,43.5942107,-70.257086,631200,1338700,14101,14451
"16 Dearborn Drive Cape Elizabeth, ME 04107",U22,43.5970553,-70.2361805,255700,518100,5712,5633
"16 Farm Hill Road Cape Elizabeth, ME 04107",U21,43.5939091,-70.2327962,182200,487300,4070,5085
"16 Farms Edge Road Cape Elizabeth, ME 04107",U53,43.594275,-70.2689972,649100,1659300,14501,18252
"16 Fenway Road Cape Elizabeth, ME 04107",U44,43.5789903,-70.2328956,245200,561000,5478,6171
"16 Glen Avenue Cape Elizabeth, ME 04107",U02,43.6333731,-70.2235848,653600,3104800,14602,33470
"16 High View Road Cape Elizabeth, ME 04107",U42,43.5831703,-70.211177,318200,706100,7109,7492
"16 Hillcrest Drive Cape Elizabeth, ME 04107",U10,43.6013181,-70.2192151,446300,868500,9970,9279
"16 Hunts Point Road Cape Elizabeth, ME 04107",U38,43.5721522,-70.2051519,652500,1439800,14577,15563
"16 Ivie Road Cape Elizabeth, ME 04107",U04,43.6255235,-70.2233305,319800,843000,7144,8998
"16 Jewett Road Cape Elizabeth, ME 04107",U19,43.5818782,-70.2294094,206900,532000,4622,5852
"16 Ledgewood Lane Cape Elizabeth, ME 04107",U36,43.577875,-70.2106359,823000,2287900,18386,25167
"16 Leighton Farm Road Cape Elizabeth, ME 04107",R05,43.5961726,-70.253586,531200,1140900,11867,12275
"16 Linwood Street Cape Elizabeth, ME 04107",U34,43.6303722,-70.236831,203900,540300,4555,5668
"16 Littlejohn Road Cape Elizabeth, ME 04107",U06,43.6233629,-70.2201939,433900,899500,9693,9620
"16 Mares Hollow Lane Cape Elizabeth, ME 04107",U15,43.5612192,-70.2026764,1573300,3647100,35148,39843
"16 Maxwell Woods Drive Cape Elizabeth, ME 04107",U29,43.619039,-70.244031,418700,873100,9354,9604
"16 Mcauley Road Cape Elizabeth, ME 04107",U49,43.6232967,-70.2388947,282500,599800,6311,6323
"16 Meadow Way Cape Elizabeth, ME 04107",U21,43.5936028,-70.2347209,184000,478700,4111,5266
"16 Merrimac Place Cape Elizabeth, ME 04107",U30,43.611369,-70.235196,226900,353200,5069,3885
"16 Murray Drive Cape Elizabeth, ME 04107",U22,43.5964946,-70.2332104,233600,517200,5219,5689
"16 Oakview Drive Cape Elizabeth, ME 04107",U25,43.6082449,-70.23488,164100,338100,3666,3719
"16 Ocean Avenue Cape Elizabeth, ME 04107",U17,43.5674898,-70.2229083,327000,689300,7305,7582
"16 Olde Colony Lane Cape Elizabeth, ME 04107",U09,43.6070312,-70.2196491,428900,776500,9582,8542
"16 Olde Fort Road Cape Elizabeth, ME 04107",U06,43.621442,-70.219166,373900,849300,8353,9067
"16 Orchard Road Cape Elizabeth, ME 04107",U21,43.5947726,-70.2342024,296100,646500,6615,6837
"16 Phoebes Way Cape Elizabeth, ME 04107",R04,43.6081841,-70.2582251,307200,786100,6863,8647
"16 Pilot Point Road Cape Elizabeth, ME 04107",U12,43.5801126,-70.2081156,378900,735900,8465,7820
"16 Pleasant Avenue Cape Elizabeth, ME 04107",U27,43.61193,-70.2517356,196000,520400,4379,5449
"16 Prout Place Cape Elizabeth, ME 04107",U53,43.597578,-70.2705061,693200,1782300,15486,19605
"16 Ramble Road Cape Elizabeth, ME 04107",U23,43.598305,-70.2336378,304400,571700,6800,6289
"16 Ridge Road Cape Elizabeth, ME 04107",U27,43.6122488,-70.2524027,223300,571800,4989,6290
"16 Running Tide Road Cape Elizabeth, ME 04107",U38,43.5726234,-70.2024638,1641700,4932600,36676,54259
"16 Salt Spray Lane Cape Elizabeth, ME 04107",U36,43.5757168,-70.2077808,1742100,3726000,38919,40711
"16 Sea View Avenue Cape Elizabeth, ME 04107",U02,43.6338136,-70.2224358,1258600,4387600,28117,48264
"16 Smugglers Cove Road Cape Elizabeth, ME 04107",U10,43.6043252,-70.215308,579300,1763300,12942,19396
"16 State Avenue Cape Elizabeth, ME 04107",U28,43.6196416,-70.2497372,245400,591800,5482,6510
"16 Stonybrook Road Cape Elizabeth, ME 04107",U03,43.6299179,-70.2230782,225200,700200,5031,7427
"16 Surf Road Cape Elizabeth, ME 04107",U05,43.6267622,-70.2154721,549100,1089200,12267,11706
"16 Sweet Fern Road Cape Elizabeth, ME 04107",U19,43.5817739,-70.2256309,210500,536400,4703,5625
"16 Sweetsir Road Cape Elizabeth, ME 04107",U19,43.5843607,-70.233839,231200,559100,5165,5875
"16 Tanager Lane Cape Elizabeth, ME 04107",R04,43.6099058,-70.2584054,300300,829200,6709,8846
"16 Two Lights Terrace Cape Elizabeth, ME 04107",U15,43.5656346,-70.1998394,987300,1493700,22056,16431
"16 Vernon Road Cape Elizabeth, ME 04107",U19,43.5820661,-70.2304002,217600,513900,4861,5653
"16 Wabun Road Cape Elizabeth, ME 04107",U12,43.5826315,-70.2080824,323300,725900,7223,7710
"16 Whale Back Way Cape Elizabeth, ME 04107",R03,43.5819562,-70.2180293,825500,1855100,18442,20406
"16 Wildwood Drive Cape Elizabeth, ME 04107",U24,43.6035294,-70.2397609,237300,550900,5301,6060
"16 Woodcrest Road Cape Elizabeth, ME 04107",U04,43.6272627,-70.2287786,417100,950900,9318,10460
"16 Woods Knoll Drive Cape Elizabeth, ME 04107",R02,43.5871312,-70.2234933,556000,1571600,12421,17013
"17 Bayberry Lane Cape Elizabeth, ME 04107",U19,43.5838459,-70.2269473,258200,594200,5768,6261
"17 Beacon Lane Cape Elizabeth, ME 04107",U15,43.5633148,-70.2038846,345000,904600,7707,9951
"17 Birch Knolls Cape Elizabeth, ME 04107",U05,43.6280971,-70.2183955,648700,1648100,14492,17854
"17 Bowery Beach Road Cape Elizabeth, ME 04107",U17,43.5692992,-70.2243797,443700,958600,9912,10270
"17 Brentwood Road Cape Elizabeth, ME 04107",U35,43.5966952,-70.2390362,243700,529200,5444,5821
"17 Brook Road Cape Elizabeth, ME 04107",U14,43.5669847,-70.2025297,278700,723700,6226,7576
"17 Canterbury Way Cape Elizabeth, ME 04107",U29,43.6169722,-70.2439638,291400,595900,6510,6555
"17 Cape Woods Drive Cape Elizabeth, ME 04107",U33,43.6269321,-70.2308012,234100,548900,5230,5697
"17 Channel View Road Cape Elizabeth, ME 04107",U56,43.571879,-70.210873,680700,1473900,15207,16213
"17 Charles Road Cape Elizabeth, ME 04107",U01,43.632377,-70.2286659,284000,746500,6345,7937
"17 Cheverus Road Cape Elizabeth, ME 04107",U49,43.6218225,-70.2372278,234600,560900,5241,5895
"17 Cole Field Cape Elizabeth, ME 04107",U53,43.5996169,-70.2685065,583700,1106400,13040,11895
"17 Columbus Road Cape Elizabeth, ME 04107",U32,43.6206891,-70.2359548,231800,536400,5178,5625
"17 Cottage Farms Road Cape Elizabeth, ME 04107",U01,43.6323513,-70.2266187,228300,730100,5100,7690
"17 Cottage Lane Cape Elizabeth, ME 04107",U05,43.6271148,-70.2154383,61000,295400,1363,3249
"17 Crescent View Ave Cape Elizabeth, ME 04107",U16,43.5672875,-70.2224627,381700,799300,8527,8792
"17 Cross Hill Road Cape Elizabeth, ME 04107",U58,43.594647,-70.2567334,517900,1311100,11570,14147
"17 Davcarley Road Cape Elizabeth, ME 04107",U25,43.610674,-70.2376943,150700,507100,3367,5303
"17 Farm Hill Road Cape Elizabeth, ME 04107",U21,43.5937548,-70.2335221,258800,540000,5782,5665
"17 Fieldstone Road Cape Elizabeth, ME 04107",U23,43.5997587,-70.2335002,286800,619900,6407,6819
"17 Glen Avenue Cape Elizabeth, ME 04107",U02,43.633444,-70.2231625,341500,1369200,7629,15061
"17 High Bluff Road Cape Elizabeth, ME 04107",U04,43.625776,-70.2252866,266500,730500,5954,8036
"17 High View Road Cape Elizabeth, ME 04107",U42,43.5825562,-70.2131692,296400,678400,6622,7187
"17 Hunts Point Road Cape Elizabeth, ME 04107",U38,43.572338,-70.2065447,440800,1076100,9847,11837
"17 Ivie Road Cape Elizabeth, ME 04107",U04,43.6257815,-70.2237913,402800,1048600,8999,11260
"17 Jewett Road Cape Elizabeth, ME 04107",U19,43.5818688,-70.2289487,199800,508700,4464,5255
"17 Kettle Cove Road Cape Elizabeth, ME 04107",U16,43.5679749,-70.2209178,269900,744100,6030,7910
"17 Lawson Road Cape Elizabeth, ME 04107",U08,43.6107304,-70.2140854,488300,1082700,10909,11635
"17 Ledgewood Lane Cape Elizabeth, ME 04107",U36,43.578345,-70.209641,127900,639700,2857,7037
"17 Linwood Street Cape Elizabeth, ME 04107",U34,43.6306612,-70.2370785,192100,511400,4292,5350
"17 Littlejohn Road Cape Elizabeth, ME 04107",U06,43.6240872,-70.2198775,393800,859100,8797,9175
"17 Longfellow Drive Cape Elizabeth, ME 04107",U21,43.594022,-70.2362598,173700,464400,3880,4833
"17 Lydon Lane Cape Elizabeth, ME 04107",U33,43.625569,-70.2371877,796700,1076800,17798,11732
"17 Maple Lane Cape Elizabeth, ME 04107",U23,43.6000042,-70.2345912,265900,624700,5940,6597
"17 Maxwell Woods Drive Cape Elizabeth, ME 04107",U29,43.6182051,-70.2432338,371600,840200,8302,8901
"17 Mcauley Road Cape Elizabeth, ME 04107",U49,43.6236546,-70.2393896,345100,705800,7710,7489
"17 Meadow Way Cape Elizabeth, ME 04107",U21,43.5934634,-70.2351376,175700,480100,3925,5006
"17 Merrimac Place Cape Elizabeth, ME 04107",U30,43.611438,-70.235254,240900,370600,5382,4077
"17 Oakview Drive Cape Elizabeth, ME 04107",U25,43.6082048,-70.2349669,149000,343300,3329,3435
"17 Oakwood Road Cape Elizabeth, ME 04107",U24,43.6065623,-70.2334594,196200,490400,4383,5394
"17 Ocean House Road Cape Elizabeth, ME 04107",U28,43.6204106,-70.2485883,324800,1017400,7256,11192
"17 Ocean View Road Cape Elizabeth, ME 04107",U03,43.6310476,-70.2240076,508800,1454000,11366,15994
"17 Olde Colony Lane Cape Elizabeth, ME 04107",U09,43.6068178,-70.2200929,380600,764700,8503,8412
"17 Orchard Road Cape Elizabeth, ME 04107",U21,43.594453,-70.2344709,205500,457600,4591,4759
"17 Peabbles Cove Road Cape Elizabeth, ME 04107",R03,43.5872784,-70.209852,345700,605500,7723,6386
"17 Peppergrass Road Cape Elizabeth, ME 04107",U60,43.6006861,-70.2575743,1170000,2303500,26138,25064
"17 Phoebes Way Cape Elizabeth, ME 04107",R04,43.6086072,-70.2581376,279000,766600,6233,8158
"17 Pilot Point Road Cape Elizabeth, ME 04107",U12,43.5792384,-70.208638,375700,840800,8393,8974
"17 Pleasant Avenue Cape Elizabeth, ME 04107",U27,43.6123186,-70.2517698,221900,544100,4957,5710
"17 Rand Road Cape Elizabeth, ME 04107",U22,43.5968801,-70.2328801,217700,534900,4863,5609
"17 Reef Road Cape Elizabeth, ME 04107",U13,43.5863179,-70.2050946,739400,1067200,16518,11739
"17 Rocky Point Lane Cape Elizabeth, ME 04107",U14,43.5711016,-70.2008584,372700,913700,8326,10051
"17 Salt Spray Lane Cape Elizabeth, ME 04107",U36,43.5749533,-70.2080922,649200,1723100,14503,18954
"17 Smugglers Cove Road Cape Elizabeth, ME 04107",U10,43.6040644,-70.2150378,1235800,2462800,27608,27091
"17 Southwell Road Cape Elizabeth, ME 04107",U33,43.62312,-70.2368749,227300,527200,5078,5524
"17 Spoondrift Lane Cape Elizabeth, ME 04107",U36,43.5766078,-70.2145273,458600,1149400,10245,12643
"17 Star Road Cape Elizabeth, ME 04107",U22,43.5975479,-70.2341974,229600,562100,5129,6183
"17 Starboard Drive Cape Elizabeth, ME 04107",U45,43.5915213,-70.2433527,183900,321800,4108,3540
"17 Stone Bridge Road Cape Elizabeth, ME 04107",U30,43.6078445,-70.2234915,717800,1585000,16036,17160
"17 Stonegate Road Cape Elizabeth, ME 04107",U50,43.6173439,-70.2295031,427000,1073100,9539,11804
"17 Stonybrook Road Cape Elizabeth, ME 04107",U03,43.6301336,-70.2235844,350200,914100,7823,9780
"17 Sunrise Drive Cape Elizabeth, ME 04107",U14,43.5652609,-70.2038241,183200,564600,4093,5936
"17 Surf Road Cape Elizabeth, ME 04107",U05,43.6267555,-70.2147212,428500,1207300,9573,13005
"17 Tiger Lily Lane Cape Elizabeth, ME 04107",U60,43.5990802,-70.2565449,939000,2029900,20977,22329
"17 Trundy Road Cape Elizabeth, ME 04107",U12,43.5806842,-70.2142866,286300,708700,6396,7796
"17 Vernon Road Cape Elizabeth, ME 04107",U19,43.5821327,-70.2309576,203200,522400,4539,5746
"17 Wildwood Drive Cape Elizabeth, ME 04107",U24,43.6033827,-70.2397605,282200,587900,6304,6192
"17 Wood Road Cape Elizabeth, ME 04107",U04,43.6262917,-70.2192419,396100,873600,8849,9335
"17 Woodcrest Road Cape Elizabeth, ME 04107",U04,43.6268887,-70.2276835,283000,830900,6322,8865
"17 Woodland Road Cape Elizabeth, ME 04107",U01,43.6335465,-70.2290103,41900,20900,936,230
"18 Algonquin Road Cape Elizabeth, ME 04107",U12,43.5818954,-70.2075947,329800,856800,7368,9150
"18 Angell Point Road Cape Elizabeth, ME 04107",U41,43.5590005,-70.2144507,1132500,1705300,25300,18758
"18 Aster Lane Cape Elizabeth, ME 04107",U49,43.6224398,-70.240701,406500,804200,9081,8846
"18 Avon Road Cape Elizabeth, ME 04107",R03,43.5786221,-70.2144955,492800,1079000,11009,11594
"18 Bayberry Lane Cape Elizabeth, ME 04107",U19,43.5832689,-70.2275611,381900,846400,8532,9035
"18 Belfield Road Cape Elizabeth, ME 04107",U30,43.612397,-70.2269614,841400,1687600,18797,18289
"18 Brentwood Road Cape Elizabeth, ME 04107",U35,43.5966664,-70.2395876,301400,556000,6733,5841
"18 Broad Cove Road Cape Elizabeth, ME 04107",U36,43.5734407,-70.2161145,305200,846700,6818,9314
"18 Campion Road Cape Elizabeth, ME 04107",U33,43.6232114,-70.2363986,224400,511100,5013,5347
"18 Canterbury Way Cape Elizabeth, ME 04107",U29,43.61687,-70.2438654,413200,791300,9231,8363
"18 Cape Woods Drive Cape Elizabeth, ME 04107",U33,43.626898,-70.2309731,255200,580300,5701,6383
"18 Channel View Road Cape Elizabeth, ME 04107",U56,43.5713104,-70.2099187,784000,1604600,17515,17651
"18 Charles Road Cape Elizabeth, ME 04107",U01,43.6323167,-70.2278301,173000,565900,3865,6225
"18 Cheverus Road Cape Elizabeth, ME 04107",U33,43.6215512,-70.2367904,215500,541500,4814,5682
"18 Cottage Farms Road Cape Elizabeth, ME 04107",U03,43.632085,-70.2263252,266500,747300,5954,8220
"18 Cottage Lane Cape Elizabeth, ME 04107",U05,43.6275796,-70.2159134,2242200,5590200,50091,61492
"18 Crescent View Ave Cape Elizabeth, ME 04107",U16,43.5680256,-70.2218552,280800,665300,6273,7318
"18 Cross Hill Road Cape Elizabeth, ME 04107",U58,43.5943465,-70.2574318,640300,1500200,14304,16227
"18 Eastman Road Cape Elizabeth, ME 04107",U27,43.6077762,-70.2513802,402800,804600,8999,8576
"18 Elephant Rock Road Cape Elizabeth, ME 04107",R02,43.5881115,-70.2182461,342900,884300,7660,9727
"18 Elmwood Road Cape Elizabeth, ME 04107",U03,43.631138,-70.2275421,250600,837700,5598,9215
"18 Farm Hill Road Cape Elizabeth, ME 04107",U21,43.5937779,-70.2326757,187100,449800,4180,4673
"18 Fessenden Road Cape Elizabeth, ME 04107",U16,43.564396,-70.2184691,551100,748200,12312,8230
"18 Fieldstone Road Cape Elizabeth, ME 04107",U23,43.5996827,-70.2340526,323400,662500,7225,7288
"18 Glen Avenue Cape Elizabeth, ME 04107",U02,43.6332103,-70.2234439,520600,1718700,11630,18906
"18 Grover Road Cape Elizabeth, ME 04107",U20,43.585868,-70.229023,372000,903400,8310,9938
"18 Hannaford Cove Road Cape Elizabeth, ME 04107",U40,43.5641497,-70.2102519,346300,885500,7736,9466
"18 High Bluff Road Cape Elizabeth, ME 04107",U04,43.6253745,-70.225565,371800,563500,8306,5924
"18 High View Road Cape Elizabeth, ME 04107",U42,43.5829184,-70.2116819,295100,674700,6593,7422
"18 Hunts Point Road Cape Elizabeth, ME 04107",U38,43.5720354,-70.2058777,478400,1123400,10687,12082
"18 Ivie Road Cape Elizabeth, ME 04107",U04,43.6254347,-70.2236435,332800,948800,7435,10437
"18 Jewett Road Cape Elizabeth, ME 04107",U19,43.5815977,-70.229366,214900,575500,4801,6056
"18 Jordan Farm Road Cape Elizabeth, ME 04107",U55,43.5682917,-70.2095116,887300,1915400,19822,20794
"18 Kettle Cove Road Cape Elizabeth, ME 04107",U16,43.5687082,-70.2206295,283700,851900,6338,9371
"18 Killdeer Road Cape Elizabeth, ME 04107",U32,43.6200188,-70.2391691,210400,547400,4700,6021
"18 Lawson Road Cape Elizabeth, ME 04107",U08,43.6113028,-70.2142404,402500,722500,8992,7673
"18 Ledgewood Lane Cape Elizabeth, ME 04107",U36,43.5776239,-70.2106642,699600,1705300,15629,18373
"18 Littlejohn Road Cape Elizabeth, ME 04107",U06,43.6237084,-70.2206274,288800,856100,6452,9417
"18 Longfellow Drive Cape Elizabeth, ME 04107",U21,43.5939346,-70.2357202,164300,480800,3670,5014
"18 Maple Lane Cape Elizabeth, ME 04107",U23,43.5997087,-70.2340655,318900,598800,7124,6312
"18 Maxwell Woods Drive Cape Elizabeth, ME 04107",U29,43.6180265,-70.2435968,350800,842400,7837,8991
"18 Mckenney Point Road Cape Elizabeth, ME 04107",U41,43.5579466,-70.2127135,2009800,3664300,44899,39859
"18 Meadow Way Cape Elizabeth, ME 04107",U21,43.5934435,-70.2346708,208400,493000,4656,5148
"18 Merrimac Place Cape Elizabeth, ME 04107",U30,43.6117247,-70.2352496,158500,326300,3541,3314
"18 Oakview Drive Cape Elizabeth, ME 04107",U25,43.6081431,-70.2354766,152700,343400,3411,3502
"18 Ocean Avenue Cape Elizabeth, ME 04107",U17,43.5671883,-70.2228607,484900,913000,10833,9768
"18 Ocean View Road Cape Elizabeth, ME 04107",U03,43.6306585,-70.2237891,828400,1693200,18506,17944
"18 Old Ocean House Road Cape Elizabeth, ME 04107",R02,43.5901235,-70.2218804,1128900,1698200,25220,18405
"18 Olde Fort Road Cape Elizabeth, ME 04107",U06,43.621599,-70.2192077,332400,772400,7426,8155
"18 Orchard Road Cape Elizabeth, ME 04107",U21,43.5946246,-70.2340645,144900,461300,3237,5074
"18 Peabbles Cove Road Cape Elizabeth, ME 04107",R03,43.584976,-70.213675,755700,2645000,16882,29095
"18 Philip Road Cape Elizabeth, ME 04107",U22,43.5971848,-70.2341084,224100,496600,5006,5188
"18 Phoebes Way Cape Elizabeth, ME 04107",R04,43.6081812,-70.2585764,279200,766600,6237,8158
"18 Pilot Point Road Cape Elizabeth, ME 04107",U12,43.5802843,-70.2078667,374400,699600,8364,7421
"18 Pleasant Avenue Cape Elizabeth, ME 04107",U27,43.6120664,-70.2520336,250400,533100,5594,5864
"18 Prout Place Cape Elizabeth, ME 04107",U53,43.597687,-70.2709874,703400,1419100,15714,15335
"18 Rand Road Cape Elizabeth, ME 04107",U22,43.5965478,-70.2326888,250800,581000,5603,6116
"18 Reef Road Cape Elizabeth, ME 04107",U13,43.5865584,-70.205604,728600,1417100,16277,15588
"18 Ridge Road Cape Elizabeth, ME 04107",U27,43.6124736,-70.2521701,221800,492300,4955,5415
"18 Robinhood Road Cape Elizabeth, ME 04107",U06,43.6229801,-70.2216134,545300,1556200,12182,17118
